,index,DiagnosisDescription,PercentageDiab,PatientsWithCondition,PercentageOfTotalPop
46,052.9,Varicella without mention of complication,0.0,1.0,0.000100522718134
47,053,Herpes zoster                                                                                                                                                                                                                                                  ,0.244444444444,45.0,0.00452352231604
48,053.1,Herpes zoster with other nervous system complications                                                                                                                                                                                                          ,0.0,2.0,0.000201045436269
49,053.10,Herpes zoster with unspecified nervous system complication,0.0,3.0,0.000301568154403
50,053.12,Postherpetic trigeminal neuralgia,0.833333333333,6.0,0.000603136308806
51,053.13,Postherpetic polyneuropathy,0.375,8.0,0.000804181745074
52,053.19,Herpes zoster with other nervous system complications,0.444444444444,9.0,0.000904704463209
53,053.20,Herpes zoster dermatitis of eyelid,0.333333333333,3.0,0.000301568154403
54,053.7,Herpes zoster with other specified complications,0.333333333333,3.0,0.000301568154403
55,053.71,Otitis externa due to herpes zoster,1.0,1.0,0.000100522718134
56,053.79,Herpes zoster with other specified complications,0.0,2.0,0.000201045436269
57,053.8,Herpes zoster with unspecified complication,0.461538461538,13.0,0.00130679533575
58,053.9,Herpes zoster without mention of complication,0.342465753425,73.0,0.0073381584238
59,054,Herpes simplex                                                                                                                                                                                                                                                 ,0.106666666667,75.0,0.00753920386007
60,054.0,Eczema herpeticum,0.5,6.0,0.000603136308806
61,054.1,Genital herpes                                                                                                                                                                                                                                                 ,0.0869565217391,23.0,0.00231202251709
62,054.10,"Genital herpes, unspecified",0.0909090909091,66.0,0.00663449939686
63,054.11,Herpetic vulvovaginitis,0.0,7.0,0.00070365902694
64,054.13,Herpetic infection of penis,0.0,2.0,0.000201045436269
65,054.19,Other genital herpes,0.2,5.0,0.000502613590671
66,054.2,Herpetic gingivostomatitis,0.117647058824,17.0,0.00170888620828
67,054.43,Herpes simplex disciform keratitis,0.5,2.0,0.000201045436269
68,054.6,Herpetic whitlow,0.0,3.0,0.000301568154403
69,054.7,Herpes simplex with other specified complications,0.0,1.0,0.000100522718134
70,054.71,Herpes simplex visceral,0.0,1.0,0.000100522718134
71,054.79,Herpes simplex with other specified complications,0.0,2.0,0.000201045436269
72,054.8,Herpes simplex with unspecified complication,0.0,10.0,0.00100522718134
73,054.9,Herpes simplex without mention of complication,0.116666666667,60.0,0.00603136308806
74,057.0,Erythema infectiosum [fifth disease],0.0,2.0,0.000201045436269
75,057.8,Other specified viral exanthemata,0.5,2.0,0.000201045436269
76,057.9,"Viral exanthem, unspecified",0.0,2.0,0.000201045436269
77,058.89,Other human herpesvirus infection,0.0,1.0,0.000100522718134
78,070,Viral hepatitis                                                                                                                                                                                                                                                ,0.0,1.0,0.000100522718134
79,070.1,Viral hepatitis A without mention of hepatic coma,0.0,1.0,0.000100522718134
80,070.20,"Viral hepatitis B with hepatic coma, acute or unspecified, without mention of hepatitis delta",0.0,1.0,0.000100522718134
81,070.3,Viral hep b no hepatic coma                                                                                                                                                                                                                                    ,0.0,1.0,0.000100522718134
82,070.30,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta",0.5,4.0,0.000402090872537
83,070.32,"Viral hepatitis B without mention of hepatic coma, chronic, without mention of hepatitis delta",0.285714285714,14.0,0.00140731805388
84,070.44,Chronic hepatitis C with hepatic coma,0.0,1.0,0.000100522718134
85,070.5,Other specified viral hepatitis without mention of hepatic coma,0.0,1.0,0.000100522718134
86,070.51,Acute hepatitis C without mention of hepatic coma,0.333333333333,6.0,0.000603136308806
87,070.54,Chronic hepatitis C without mention of hepatic coma,0.259259259259,81.0,0.00814234016888
88,070.7,Unspecified viral hepatitis c                                                                                                                                                                                                                                  ,0.0714285714286,14.0,0.00140731805388
89,070.70,Unspecified viral hepatitis C without hepatic coma,0.6,5.0,0.000502613590671
90,070.9,Unspecified viral hepatitis without mention of hepatic coma,0.5,2.0,0.000201045436269
91,074.0,Herpangina,0.0,3.0,0.000301568154403
92,074.3,"Hand, foot, and mouth disease",0.0,2.0,0.000201045436269
93,075,Infectious mononucleosis,0.0,5.0,0.000502613590671
94,075.,Infectious mononucleosis,0.0,6.0,0.000603136308806
95,077.0,Inclusion conjunctivitis,0.25,4.0,0.000402090872537
96,077.3,Other adenoviral conjunctivitis,0.0,2.0,0.000201045436269
97,077.8,Other viral conjunctivitis,0.125,8.0,0.000804181745074
98,077.99,Unspecified diseases of conjunctiva due to viruses,0.0,5.0,0.000502613590671
99,078.0,Molluscum contagiosum,0.0,7.0,0.00070365902694
100,078.1,Viral warts                                                                                                                                                                                                                                                    ,0.125,16.0,0.00160836349015
101,078.10,"Viral warts, unspecified",0.0919540229885,87.0,0.00874547647768
102,078.11,Condyloma acuminatum,0.05,20.0,0.00201045436269
103,078.12,Plantar wart,0.0606060606061,33.0,0.00331724969843
104,078.19,Other specified viral warts,0.125,16.0,0.00160836349015
105,078.2,Sweating fever,0.5,4.0,0.000402090872537
106,078.3,Cat-scratch disease,0.5,2.0,0.000201045436269
107,078.5,Cytomegaloviral disease,0.0,2.0,0.000201045436269
108,078.81,Epidemic vertigo,0.166666666667,6.0,0.000603136308806
109,078.89,Other specified diseases due to viruses and Chlamydiae,0.0,1.0,0.000100522718134
110,079.4,Human papillomavirus infection in conditions classified elsewhere and of unspecified site,0.0,3.0,0.000301568154403
111,079.53,"Human immunodeficiency virus, type 2 [HIV-2] infection in conditions classified elsewhere and of unspecified site",0.0,1.0,0.000100522718134
112,079.83,Parvovirus B19,0.0,1.0,0.000100522718134
113,079.89,Other specified viral infection in conditions classified elsewhere and of unspecified site,0.0909090909091,11.0,0.00110574989948
114,079.9,Unspecified viral and chlamydial infections,0.0,1.0,0.000100522718134
115,079.98,Unspecified chlamydial infection in conditions classified elsewhere and of unspecified site,0.333333333333,3.0,0.000301568154403
116,079.99,Unspecified viral infection in conditions classified elsewhere and of unspecified site,0.19,100.0,0.0100522718134
117,084.6,"Malaria, unspecified",1.0,1.0,0.000100522718134
118,088.81,Lyme disease,0.117647058824,17.0,0.00170888620828
119,091.3,Secondary syphilis of skin or mucous membranes,0.0,1.0,0.000100522718134
120,092.9,"Early syphilis, latent, unspecified",1.0,1.0,0.000100522718134
121,098.0,Gonococcal infection (acute) of lower genitourinary tract,0.0,1.0,0.000100522718134
122,098.2,"Gonococcal infection, chronic, of lower genitourinary tract",0.0,1.0,0.000100522718134
123,099.40,Unspecified other nongonococcal urethritis [NGU],0.0,2.0,0.000201045436269
124,099.41,Nongonococcal urethritis [NGU] due to Chlamydia trachomatis,0.0,4.0,0.000402090872537
125,099.50,"Venereal diseases due to Chlamydia trachomatis, Unspecified site",1.0,1.0,0.000100522718134
126,099.53,Venereal disease of the lower genitourinary sites due to Chlamydia trachomatis,0.0,3.0,0.000301568154403
127,099.54,Venereal disease of other genitourinary sites due to Chlamydia trachomatis,0.0,1.0,0.000100522718134
128,099.55,Venereal disease of unspecified genitourinary site due to Chlamydia trachomatis,1.0,1.0,0.000100522718134
129,099.9,"Venereal disease, unspecified",0.125,8.0,0.000804181745074
130,110.0,Dermatophytosis of scalp and beard,0.25,16.0,0.00160836349015
131,110.1,Dermatophytosis of nail,0.194174757282,206.0,0.0207076799357
132,110.2,Dermatophytosis of hand,0.111111111111,9.0,0.000904704463209
133,110.3,Dermatophytosis of groin and perianal area,0.22619047619,84.0,0.00844390832328
134,110.4,Dermatophytosis of foot,0.347826086957,138.0,0.0138721351025
135,110.5,Dermatophytosis of the body,0.262626262626,99.0,0.0099517490953
136,110.8,Dermatophytosis of other specified sites,0.5,16.0,0.00160836349015
137,110.9,Dermatophytosis of unspecified site,0.178571428571,56.0,0.00562927221552
138,111,"Dermatomycosis, other unspecified                                                                                                                                                                                                                              ",0.5,4.0,0.000402090872537
139,111.0,Pityriasis versicolor,0.0322580645161,31.0,0.00311620426216
140,111.1,Tinea nigra,0.5,2.0,0.000201045436269
141,111.2,Tinea blanca,0.0,5.0,0.000502613590671
142,111.8,Other specified dermatomycoses,0.333333333333,3.0,0.000301568154403
143,111.9,"Dermatomycosis, unspecified",0.285714285714,7.0,0.00070365902694
144,112,Candidiasis                                                                                                                                                                                                                                                    ,0.25,8.0,0.000804181745074
145,112.0,Candidiasis of mouth,0.194029850746,67.0,0.006735022115
146,112.1,Candidiasis of vulva and vagina,0.129032258065,124.0,0.0124648170487
147,112.2,Candidiasis of other urogenital sites,0.461538461538,13.0,0.00130679533575
148,112.3,Candidiasis of skin and nails,0.257142857143,35.0,0.0035182951347
149,112.8,Candidiasis of other specified sites,0.375,24.0,0.00241254523522
150,112.82,Candidal otitis externa,0.0,6.0,0.000603136308806
151,112.84,Candidal esophagitis,0.0,8.0,0.000804181745074
152,112.85,Candidal enteritis,0.0,1.0,0.000100522718134
153,112.89,Other candidiasis of other specified sites,0.0,5.0,0.000502613590671
154,112.9,Candidiasis of unspecified site,0.25,8.0,0.000804181745074
155,114.0,Primary coccidioidomycosis (pulmonary),0.5,2.0,0.000201045436269
156,116.0,Blastomycosis,0.25,4.0,0.000402090872537
157,117.8,Infection by dematiacious fungi [Phaehyphomycosis],0.0,1.0,0.000100522718134
158,127.0,Ascariasis,0.0,2.0,0.000201045436269
159,127.4,Enterobiasis,0.0,3.0,0.000301568154403
160,129,"Intestinal parasitism, unspecified                                                                                                                                                                                                                             ",0.0,1.0,0.000100522718134
161,129.,"Intestinal parasitism, unspecified",0.0,1.0,0.000100522718134
162,131.01,Trichomonal vulvovaginitis,0.0,9.0,0.000904704463209
163,131.9,"Trichomoniasis, unspecified",0.0,1.0,0.000100522718134
164,132.0,Pediculus capitis [head louse],0.0,6.0,0.000603136308806
165,132.9,"Pediculosis, unspecified",0.0,2.0,0.000201045436269
166,133.0,Scabies,0.214285714286,42.0,0.00422195416164
167,134.1,Other arthropod infestation,0.0,1.0,0.000100522718134
168,134.9,"Infestation, unspecified",1.0,1.0,0.000100522718134
169,135,Sarcoidosis,0.0909090909091,11.0,0.00110574989948
170,135.,Sarcoidosis,0.428571428571,7.0,0.00070365902694
171,136.3,Pneumocystosis,0.0,1.0,0.000100522718134
172,136.8,Other specified infectious and parasitic diseases,0.0,1.0,0.000100522718134
173,136.9,Unspecified infectious and parasitic diseases,1.0,1.0,0.000100522718134
174,138,"Polio, late effects",0.25,4.0,0.000402090872537
175,138.,Late effects of acute poliomyelitis,1.0,2.0,0.000201045436269
176,146.9,"Malignant neoplasm of oropharynx, unspecified",0.0,1.0,0.000100522718134
177,153,Malignant neoplasm of colon                                                                                                                                                                                                                                    ,0.285714285714,7.0,0.00070365902694
178,153.1,Malignant neoplasm of transverse colon,0.0,1.0,0.000100522718134
179,153.2,Malignant neoplasm of descending colon,0.25,4.0,0.000402090872537
180,153.3,Malignant neoplasm of sigmoid colon,0.0,4.0,0.000402090872537
181,153.4,Malignant neoplasm of cecum,0.5,2.0,0.000201045436269
182,153.8,Malignant neoplasm of other specified sites of large intestine,0.0,3.0,0.000301568154403
183,153.9,"Malignant neoplasm of colon, unspecified",0.428571428571,14.0,0.00140731805388
184,154.0,Malignant neoplasm of rectosigmoid junction,0.0,2.0,0.000201045436269
185,154.1,Malignant neoplasm of rectum,1.0,2.0,0.000201045436269
186,155.0,"Malignant neoplasm of liver, primary",0.5,6.0,0.000603136308806
187,161.9,"Malignant neoplasm of larynx, unspecified",0.333333333333,3.0,0.000301568154403
188,162,"Malignant neoplasm of trachea, bronchus, and lung                                                                                                                                                                                                              ",0.0,2.0,0.000201045436269
189,162.2,Malignant neoplasm of main bronchus,0.0,1.0,0.000100522718134
190,162.3,"Malignant neoplasm of upper lobe, bronchus or lung",0.0,1.0,0.000100522718134
191,162.5,"Malignant neoplasm of lower lobe, bronchus or lung",1.0,3.0,0.000301568154403
192,162.8,Malignant neoplasm of other parts of bronchus or lung,0.0,2.0,0.000201045436269
193,162.9,"Malignant neoplasm of bronchus and lung, unspecified",0.444444444444,9.0,0.000904704463209
194,172,Malignant melanoma of skin                                                                                                                                                                                                                                     ,0.2,5.0,0.000502613590671
195,172.2,Malignant melanoma of skin of ear and external auditory canal,0.0,1.0,0.000100522718134
196,172.3,Malignant melanoma of skin of other and unspecified parts of face,0.0,1.0,0.000100522718134
197,172.4,Malignant melanoma of skin of scalp and neck,0.0,2.0,0.000201045436269
198,172.5,"Malignant melanoma of skin of trunk, except scrotum",0.333333333333,3.0,0.000301568154403
199,172.6,"Malignant melanoma of skin of upper limb, including shoulder",0.25,4.0,0.000402090872537
200,172.7,"Malignant melanoma of skin of lower limb, including hip",0.333333333333,3.0,0.000301568154403
201,172.8,Malignant melanoma of other specified sites of skin,1.0,1.0,0.000100522718134
202,172.9,"Melanoma of skin, site unspecified",1.0,2.0,0.000201045436269
203,173,Other malignant neoplasm of skin                                                                                                                                                                                                                               ,0.666666666667,3.0,0.000301568154403
204,173.0,Other malignant neoplasm of skin of lip,0.0,1.0,0.000100522718134
205,173.2,Other malignant neoplasm of skin of ear and external auditory canal,0.0,2.0,0.000201045436269
206,173.3,Other malignant neoplasm of skin of other and unspecified parts of face,0.230769230769,13.0,0.00130679533575
207,173.4,Other malignant neoplasm of scalp and skin of neck,0.2,5.0,0.000502613590671
208,173.5,"Other malignant neoplasm of skin of trunk, except scrotum",0.25,4.0,0.000402090872537
209,173.6,"Other malignant neoplasm of skin of upper limb, including shoulder",0.25,4.0,0.000402090872537
210,173.61,"Basal cell carcinoma of skin of upper limb, including shoulder",0.0,1.0,0.000100522718134
211,173.72,"Squamous cell carcinoma of skin of lower limb, including hip",0.0,1.0,0.000100522718134
212,173.8,Other malignant neoplasm of other specified sites of skin,0.0,1.0,0.000100522718134
213,173.9,"Other malignant neoplasm of skin, site unspecified",0.222222222222,9.0,0.000904704463209
214,174,Malignant neoplasm of female breast                                                                                                                                                                                                                            ,0.166666666667,24.0,0.00241254523522
215,174.1,Malignant neoplasm of central portion of female breast,0.333333333333,3.0,0.000301568154403
216,174.2,Malignant neoplasm of upper-inner quadrant of female breast,0.0,3.0,0.000301568154403
217,174.3,Malignant neoplasm of lower-inner quadrant of female breast,0.0,1.0,0.000100522718134
218,174.4,Malignant neoplasm of upper-outer quadrant of female breast,0.0,2.0,0.000201045436269
219,174.5,Malignant neoplasm of lower-outer quadrant of female breast,1.0,1.0,0.000100522718134
220,174.8,Malignant neoplasm of other specified sites of female breast,0.333333333333,6.0,0.000603136308806
221,174.9,"Malignant neoplasm of breast (female), unspecified",0.3125,32.0,0.0032167269803
222,176.0,"Kaposi's sarcoma, skin",0.0,1.0,0.000100522718134
223,179.,"Malignant neoplasm of uterus, part unspecified",1.0,1.0,0.000100522718134
224,180.9,"Malignant neoplasm of cervix uteri, unspecified",1.0,1.0,0.000100522718134
225,182.8,Malignant neoplasm of other specified sites of body of uterus,0.0,1.0,0.000100522718134
226,183.0,Malignant neoplasm of ovary,0.0,4.0,0.000402090872537
227,183.9,"Malignant neoplasm of uterine adnexa, unspecified",0.0,1.0,0.000100522718134
228,184.4,"Malignant neoplasm of vulva, unspecified",0.0,1.0,0.000100522718134
229,185,Prostate,0.5,6.0,0.000603136308806
230,185.,Malignant neoplasm of prostate,0.264705882353,68.0,0.00683554483313
231,188,Malignant neoplasm of bladder                                                                                                                                                                                                                                  ,0.0,3.0,0.000301568154403
232,188.0,Malignant neoplasm of trigone of urinary bladder,0.0,1.0,0.000100522718134
233,188.1,Malignant neoplasm of dome of urinary bladder,0.0,1.0,0.000100522718134
234,188.2,Malignant neoplasm of lateral wall of urinary bladder,1.0,1.0,0.000100522718134
235,188.8,Malignant neoplasm of other specified sites of bladder,0.0,2.0,0.000201045436269
236,188.9,"Malignant neoplasm of bladder, part unspecified",0.1,10.0,0.00100522718134
237,189,Malignant neoplasm of kidney and other unspecified urinary organs                                                                                                                                                                                              ,1.0,1.0,0.000100522718134
238,189.0,"Malignant neoplasm of kidney, except pelvis",0.0,3.0,0.000301568154403
239,189.1,Malignant neoplasm of renal pelvis,0.5,2.0,0.000201045436269
240,189.9,"Malignant neoplasm of urinary organ, site unspecified",0.5,2.0,0.000201045436269
241,191.9,"Malignant neoplasm of brain, unspecified",0.0,1.0,0.000100522718134
242,193,Malignant neoplasm of thyroid gland                                                                                                                                                                                                                            ,0.0,5.0,0.000502613590671
243,193.,Malignant neoplasm of thyroid gland,0.333333333333,3.0,0.000301568154403
244,196.2,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,0.0,1.0,0.000100522718134
245,197.0,Secondary malignant neoplasm of lung,0.0,1.0,0.000100522718134
246,197.7,"Malignant neoplasm of liver, specified as secondary",0.0,1.0,0.000100522718134
247,198.5,Secondary malignant neoplasm of bone and bone marrow,0.0,3.0,0.000301568154403
248,199.0,Disseminated malignant neoplasm,0.0,1.0,0.000100522718134
249,199.1,Other malignant neoplasm of unspecified site,1.0,1.0,0.000100522718134
250,202.1,Mycosis fungoides                                                                                                                                                                                                                                              ,0.0,1.0,0.000100522718134
251,202.8,Other malignant lymphomas                                                                                                                                                                                                                                      ,0.571428571429,7.0,0.00070365902694
252,202.80,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",0.0,2.0,0.000201045436269
253,202.81,"Other malignant lymphomas involving lymph nodes of head, face, and neck",0.0,4.0,0.000402090872537
254,202.82,Other malignant lymphomas involving intrathoracic lymph nodes,0.0,1.0,0.000100522718134
255,202.83,Other malignant lymphomas involving intra-abdominal lymph nodes,0.5,2.0,0.000201045436269
256,202.88,Other malignant lymphomas involving lymph nodes of multiple sites,0.25,4.0,0.000402090872537
257,203.0,Multiple myeloma                                                                                                                                                                                                                                               ,0.25,4.0,0.000402090872537
258,203.00,Multiple myeloma without mention of having achieved remission,0.25,4.0,0.000402090872537
259,203.02,Multiple myeloma in relapse,0.0,1.0,0.000100522718134
260,204.1,"Lymphoid leukemia, chronic                                                                                                                                                                                                                                     ",0.0,3.0,0.000301568154403
261,204.10,Chronic lymphoid leukemia without mention of having achieved remission,0.25,4.0,0.000402090872537
262,204.11,Chronic lymphoid leukemia in remission,0.333333333333,3.0,0.000301568154403
263,208.10,Chronic leukemia of unspecified cell type without mention of having achieved remission,0.0,1.0,0.000100522718134
264,210.0,Benign neoplasm of lip,0.0,2.0,0.000201045436269
265,210.1,Benign neoplasm of tongue,0.0,1.0,0.000100522718134
266,210.2,Benign neoplasm of major salivary glands,0.0,3.0,0.000301568154403
267,211.1,Benign neoplasm of stomach,1.0,1.0,0.000100522718134
268,211.3,Benign neoplasm of colon,0.0833333333333,12.0,0.00120627261761
269,211.5,Benign neoplasm of liver and biliary passages,1.0,1.0,0.000100522718134
270,211.6,"Benign neoplasm of pancreas, except islets of Langerhans",0.0,1.0,0.000100522718134
271,212.1,Benign neoplasm of larynx,0.0,1.0,0.000100522718134
272,212.3,Benign neoplasm of bronchus and lung,0.333333333333,3.0,0.000301568154403
273,214,Lipoma                                                                                                                                                                                                                                                         ,0.285714285714,14.0,0.00140731805388
274,214.0,Lipoma of skin and subcutaneous tissue of face,0.0,2.0,0.000201045436269
275,214.1,Lipoma of other skin and subcutaneous tissue,0.128205128205,39.0,0.00392038600724
276,214.8,Lipoma of other specified sites,0.166666666667,6.0,0.000603136308806
277,214.9,"Lipoma, unspecified site",0.0,8.0,0.000804181745074
278,215.2,"Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder",0.0,1.0,0.000100522718134
279,215.4,Other benign neoplasm of connective and other soft tissue of thorax,0.0,4.0,0.000402090872537
280,215.7,"Other benign neoplasm of connective and other soft tissue of trunk, unspecified",0.5,2.0,0.000201045436269
281,216,Benign neoplasm of skin                                                                                                                                                                                                                                        ,0.0,4.0,0.000402090872537
282,216.0,Benign neoplasm of skin of lip,0.0,1.0,0.000100522718134
283,216.1,"Benign neoplasm of eyelid, including canthus",0.0,1.0,0.000100522718134
284,216.2,Benign neoplasm of ear and external auditory canal,0.333333333333,3.0,0.000301568154403
285,216.3,Benign neoplasm of skin of other and unspecified parts of face,0.111111111111,18.0,0.00180940892642
286,216.4,Benign neoplasm of scalp and skin of neck,0.25,8.0,0.000804181745074
287,216.5,"Benign neoplasm of skin of trunk, except scrotum",0.2,25.0,0.00251306795336
288,216.6,"Benign neoplasm of skin of upper limb, including shoulder",0.1,10.0,0.00100522718134
289,216.7,"Benign neoplasm of skin of lower limb, including hip",0.666666666667,3.0,0.000301568154403
290,216.8,Benign neoplasm of other specified sites of skin,0.166666666667,6.0,0.000603136308806
291,216.9,"Benign neoplasm of skin, site unspecified",0.228571428571,35.0,0.0035182951347
292,217,Benign neoplasm of breast                                                                                                                                                                                                                                      ,0.5,4.0,0.000402090872537
293,217.,Benign neoplasm of breast,1.0,1.0,0.000100522718134
294,218,Uterine leiomyoma                                                                                                                                                                                                                                              ,0.222222222222,9.0,0.000904704463209
295,218.1,Intramural leiomyoma of uterus,0.25,4.0,0.000402090872537
296,218.9,"Leiomyoma of uterus, unspecified",0.0975609756098,41.0,0.00412143144351
297,222.2,Benign neoplasm of prostate,0.0,7.0,0.00070365902694
298,222.3,Benign neoplasm of epididymis,0.0,2.0,0.000201045436269
299,222.4,Benign neoplasm of scrotum,0.0,2.0,0.000201045436269
300,223.0,"Benign neoplasm of kidney, except pelvis",1.0,1.0,0.000100522718134
301,223.1,Benign neoplasm of renal pelvis,1.0,1.0,0.000100522718134
302,223.3,Benign neoplasm of bladder,0.0,2.0,0.000201045436269
303,224.9,"Benign neoplasm of eye, part unspecified",0.0,1.0,0.000100522718134
304,225.0,Benign neoplasm of brain,1.0,1.0,0.000100522718134
305,225.1,Benign neoplasm of cranial nerves,1.0,1.0,0.000100522718134
306,225.2,Benign neoplasm of cerebral meninges,0.0,5.0,0.000502613590671
307,225.4,Benign neoplasm of spinal meninges,0.0,1.0,0.000100522718134
308,226,Benign neoplasm of thyroid glands                                                                                                                                                                                                                              ,0.0,2.0,0.000201045436269
309,226.,Benign neoplasm of thyroid glands,0.0,2.0,0.000201045436269
310,227.0,Benign neoplasm of adrenal gland,0.0,2.0,0.000201045436269
311,227.3,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),0.428571428571,7.0,0.00070365902694
312,228.0,"Hemangioma, any site                                                                                                                                                                                                                                           ",0.0,2.0,0.000201045436269
313,228.00,Hemangioma of unspecified site,0.0,2.0,0.000201045436269
314,228.01,Hemangioma of skin and subcutaneous tissue,0.0,5.0,0.000502613590671
315,228.02,Hemangioma of intracranial structures,0.0,1.0,0.000100522718134
316,228.04,Hemangioma of intra-abdominal structures,1.0,1.0,0.000100522718134
317,228.09,Hemangioma of other sites,0.0,2.0,0.000201045436269
318,230.0,"Carcinoma in situ of lip, oral cavity, and pharynx",0.0,1.0,0.000100522718134
319,230.3,Carcinoma in situ of colon,0.666666666667,3.0,0.000301568154403
320,230.4,Carcinoma in situ of rectum,0.5,2.0,0.000201045436269
321,231.2,Carcinoma in situ of bronchus and lung,1.0,3.0,0.000301568154403
322,232,Carcinoma in situ of skin                                                                                                                                                                                                                                      ,0.0,1.0,0.000100522718134
323,232.3,Carcinoma in situ of skin of other and unspecified parts of face,0.25,4.0,0.000402090872537
324,232.5,"Carcinoma in situ of skin of trunk, except scrotum",0.5,2.0,0.000201045436269
325,232.6,"Carcinoma in situ of skin of upper limb, including shoulder",1.0,1.0,0.000100522718134
326,233.0,Carcinoma in situ of breast,0.625,8.0,0.000804181745074
327,233.1,Carcinoma in situ of cervix uteri,0.0,1.0,0.000100522718134
328,233.4,Carcinoma in situ of prostate,0.4,5.0,0.000502613590671
329,233.7,Carcinoma in situ of bladder,0.5,2.0,0.000201045436269
330,233.9,Carcinoma in situ of other and unspecified urinary organs,0.0,1.0,0.000100522718134
331,235.0,Neoplasm of uncertain behavior of major salivary glands,0.0,3.0,0.000301568154403
332,235.1,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx",0.5,2.0,0.000201045436269
333,235.3,Neoplasm of uncertain behavior of liver and biliary passages,1.0,1.0,0.000100522718134
